,r,x,Z
0,4.737409637638352,1,0.027566044264164966
1,3.608450484179229,1,0.36591241810064645
2,5.576762025428632,1,0.22398587053247254
3,2.4530908761413497,1,0.7121709453990027
4,8.41545973388476,1,1.074736823860773
5,7.806372297234146,1,0.8921947673934003
6,8.370766673791547,1,1.0613424200226345
7,6.229128593101287,1,0.4194985796574147
8,11.502042755309605,1,1.9997784160605565
9,0.2541167911845257,1,1.3711982499085413
10,6.785722009207288,1,0.5863083029885997
11,0.8205358987781386,1,1.2014437902021886
12,6.993579565525625,1,0.6486027183705358
13,6.4310358439074315,1,0.4800097026260681
14,2.7093275987611616,1,0.6353774089131881
15,-1.3762595767459977,1,1.8598181706450791
16,7.217369045807363,1,0.7156718934811466
17,4.768414353917001,1,0.01827400451891153
18,2.565032638542087,1,0.678622265384225
19,6.894478243919899,1,0.6189022879298393
20,7.018727055726765,1,0.6561393613877556
21,3.9763137472599492,1,0.25566467286588157
22,6.056556011296179,1,0.36777898723597624
23,1.8108832547301352,1,0.9046390424854788
24,1.9448410251104686,1,0.8644922172291947
25,11.715619242804511,1,2.063786781517554
26,2.124260001272591,1,0.8107207766984137
27,6.784584760268192,1,0.5859674721857194
28,6.5298572031740285,1,0.5096262290194262
29,0.764547276636935,1,1.218223447127361
30,7.314993045892475,1,0.7449295741749113
31,6.8908071374008415,1,0.6178020660352873
32,4.970663477171733,1,0.042339576809674435
33,9.361550521234198,1,1.3582779832011977
34,9.916213284732159,1,1.5245090945364865
35,5.626588117129264,1,0.23891863173795877
36,11.125629649225683,1,1.8869683032076712
37,4.630347864538814,1,0.05965220308908159
38,5.3614270268382285,1,0.15945048348156723
39,5.4662965101936924,1,0.19087961828304276
40,5.3086899787720245,1,0.14364531557503288
41,2.6605745986436298,1,0.6499885671228315
42,4.818075229845522,1,0.0033907580874748947
43,2.4741077234767688,1,0.7058722462267377
44,7.043587107715551,1,0.6635898598562077
45,6.709875531146737,1,0.5635772938626925
46,5.08447995961556,1,0.07645010596363001
47,1.1835260506345575,1,1.0926565048139931
48,1.4473967796199108,1,1.0135750747726753
49,0.06487276886330573,1,1.4279142334110686
50,0.8362339492312221,1,1.1967391218084482
51,2.370428560516172,1,0.7369446448362325
52,11.299957410362417,1,1.9392139187013073
53,8.091891842083118,1,0.977764296072181
54,1.4246736911952897,1,1.0203851303422495
55,1.0387941467101123,1,1.1360323122745588
56,1.8593291292765288,1,0.8901199290792179
57,2.302856624768676,1,0.757195793306242
58,4.792417399688854,1,0.011080348775872776
59,-0.32341392325311524,1,1.5442828317647115
60,3.4151454090322115,1,0.42384548947863593
61,4.38740537847581,1,0.13246148849004685
62,1.6390973626061034,1,0.9561228658801005
63,-0.780681827125906,1,1.6813249352572266
64,3.3736098026566412,1,0.4362936119454356
65,3.348166277798648,1,0.4439189758453989
66,9.738885319450624,1,1.471364324994582
67,10.041984147723197,1,1.5622023231151443
68,7.62724439534094,1,0.8385105611288927
69,4.038083390497969,1,0.23715245766418783
70,5.937557680531864,1,0.3321154704618434
