,r,x,Z
0,0.2776219133138019,1,0.17363349468955436
1,0.22086826800464324,1,0.6007133261687236
2,0.3319269432350898,1,0.9145714035603509
3,0.21611764910199355,1,0.6655307775295507
4,0.2634629468975412,1,0.01955146411522062
5,0.2762327766298246,1,0.15468011171096585
6,0.22209210626230763,1,0.5840152751641615
7,0.18744681535191743,1,1.0567156757821556
8,0.20670207986257805,1,0.7939968182110962
9,0.28328300871244705,1,0.2508734887134952
10,0.3134959430012228,1,0.6630988090056196
11,0.33772935845771657,1,0.9937395654725097
12,0.2739674839660303,1,0.12377245524295744
13,0.2871517998078193,1,0.30365928016261057
14,0.31030599131988695,1,0.6195751035294655
15,0.1718695511143994,1,1.2692518921658613
16,0.16665538841177469,1,1.3403939358217545
17,0.2341184223742906,1,0.4199282002772226
18,0.3514773845765964,1,1.181317654249711
19,0.23026306656311002,1,0.4725306806888799
20,0.19647905633532756,1,0.9334797663946611
21,0.21773110375289428,1,0.6435167998772224
22,0.1274805282415824,1,1.8748957861453783
23,0.21853681845916084,1,0.6325236272287056
24,0.26267432062804774,1,0.03031148210703449
25,0.28838209289228445,1,0.32044540083362544
26,0.2423887188973091,1,0.30708826223854335
27,0.15780173146100443,1,1.461193244402773
28,0.20416700279147365,1,0.8285854135329833
29,0.19194269592816177,1,0.9953738745250039
30,0.28876335294415356,1,0.32564731354737086
31,0.18277420093916458,1,1.1204688337670197
32,0.44830984571278604,1,2.5024998977555906
33,0.2740201044706569,1,0.12449040948620609
34,0.27684073322732955,1,0.16297507242993498
35,0.30740992673540457,1,0.580061194039104
36,0.3111522480077419,1,0.6311214310349654
37,0.3069232934688899,1,0.5734215690282909
38,0.3324796833189327,1,0.9221129900849366
39,0.10060204106939924,1,2.2416259050281786
40,0.26772985733085064,1,0.038666268171783626
41,0.3429623467448527,1,1.0651384654314267
42,0.2257138040695439,1,0.5346008249052242
43,0.33249269233920953,1,0.9222904851769079
44,0.3832544081552329,1,1.614883411134843
45,0.2605706956257344,1,0.0590133447617745
46,0.15360460464891618,1,1.51845884885823
47,0.19357070033380003,1,0.9731613799974353
48,0.2909759235864243,1,0.355835630675438
49,0.2210408635166496,1,0.5983584327466626
50,0.38429216189147236,1,1.6290425246528104
51,0.12500724225119203,1,1.9086413038702643
52,0.34826992829591574,1,1.1375551159941082
53,0.20613655367112926,1,0.8017128584068401
54,0.19768998096942497,1,0.9169579088892192
55,0.30724278536617255,1,0.5777807169491535
56,0.30746623827342656,1,0.5808295087474797
57,0.3298068638486517,1,0.8856450372641831
58,0.17002545108627273,1,1.2944127956874911
59,0.22030792009237032,1,0.6083587139157038
60,0.08887978071757,1,2.4015644426721594
61,0.38991564669061274,1,1.7057693596012695
62,0.21272389480982323,1,0.7118351661305087
63,0.31341188195779657,1,0.6619518800043096
64,0.16812507825394152,1,1.320341485433234
65,0.26879716721654473,1,0.05322864583679078
66,0.31101351870237615,1,0.6292286081865888
67,0.2624103765516748,1,0.03391273547693504
68,0.31834155319901664,1,0.7292123217384235
69,0.22439359648998494,1,0.5526137390807917
70,0.19513311943260758,1,0.951843731493637
71,0.07333018241556541,1,2.613723184990645
72,0.1903382617798468,1,1.0172647764266596
73,0.22869736806627294,1,0.49389307330426174
74,0.22173380575260043,1,0.5889039278505626
75,0.40029254632623046,1,1.847351793635851
76,0.2688640449397931,1,0.05414112559208253
77,0.2563357072830115,1,0.1167955319974222
78,0.4246553958905832,1,2.1797585492625355
79,0.3114840128345115,1,0.6356480308239694
80,0.32362342157275437,1,0.8012781416715031
81,0.18346930164435038,1,1.1109848787134733
82,0.2861035235083477,1,0.2893565967762819
83,0.3087554399587271,1,0.5984193784557523
84,0.25122210705515685,1,0.1865655010982516
85,0.2877271780735634,1,0.3115097420746668
86,0.12129383233102914,1,1.9593070743341343
87,0.23508283149451875,1,0.4067698008090057
88,0.2703529952467196,1,0.07445636579037884
89,0.3017425849076965,1,0.5027359737277545
90,0.2437031734139629,1,0.2891538428617952
91,0.26596335854206693,1,0.014564156074960819
92,0.32282657191439845,1,0.7904059237498408
93,0.203228512327316,1,0.8413901788192937
94,0.3249927556743951,1,0.8199613381872911
95,0.23483155555649748,1,0.41019821008042834
96,0.16892173137012856,1,1.3094719491332156
97,0.2712606192682998,1,0.08683998928833662
98,0.134569623457606,1,1.778172160493025
